chrom,start,end,name,score,strand,signalValue,pValue,qValue,peak,FitCUT&RUN specific,contain Pou5f3 motif
chr13,38881737,38881914,Pou5f3_dome_peak_815,326,.,18.20535,37.24754,32.62291,88,True,True
chr13,38936587,38936806,Pou5f3_dome_peak_816,165,.,11.37515,20.66222,16.52901,131,True,True
chr13,38946984,38947352,Pou5f3_dome_peak_817,233,.,13.08907,27.76768,23.38887,226,True,True
chr13,39088285,39088465,Pou5f3_dome_peak_818,215,.,13.27909,25.8326,21.51761,90,True,True
chr13,39106923,39107207,Pou5f3_dome_peak_819,285,.,14.7445,33.0651299999999,28.53852,144,True,False
chr13,39115792,39116003,Pou5f3_dome_peak_820,476,.,20.21602,52.61713,47.69409,123,True,True
chr13,40751200,40751376,Pou5f3_dome_peak_825,319,.,17.54739,36.59437,31.9833099999999,82,True,True
chr13,41420906,41421007,Pou5f3_dome_peak_826,202,.,13.3091,24.5672399999999,20.2944,54,True,True
chr13,41766004,41766287,Pou5f3_dome_peak_828,276,.,16.25477,32.14547,27.6434599999999,94,True,False
chr13,43132403,43132536,Pou5f3_dome_peak_830,222,.,13.69759,26.5601099999999,22.22087,39,True,True
chr13,43418531,43418749,Pou5f3_dome_peak_831,174,.,11.42618,21.66854,17.49746,99,True,True
chr13,45582274,45582383,Pou5f3_dome_peak_838,128,.,10.08593,16.8528,12.87387,72,True,True
chr13,45777405,45777619,Pou5f3_dome_peak_840,335,.,17.01634,38.23174,33.58348,94,True,True
chr13,46416160,46416278,Pou5f3_dome_peak_844,233,.,14.5971799999999,27.74852,23.37023,47,True,False
chr13,46435004,46435115,Pou5f3_dome_peak_845,156,.,10.85909,19.77141,15.67254,66,True,True
chr13,46713271,46713486,Pou5f3_dome_peak_846,175,.,11.9759,21.72955,17.55633,138,True,False
chr13,46927414,46927682,Pou5f3_dome_peak_847,177,.,10.96246,21.93459,17.754,43,True,False
chr13,50605642,50605812,Pou5f3_dome_peak_851,157,.,10.04255,19.87737,15.77447,119,True,True
chr13,50614733,50615149,Pou5f3_dome_peak_852,727,.,19.38431,78.00794,72.74923,312,True,True
chr13,50624147,50624339,Pou5f3_dome_peak_854,384,.,14.15826,43.22401,38.46243,102,True,True
chr13,50625339,50625651,Pou5f3_dome_peak_855,237,.,10.51545,28.14923,23.75847,131,True,False
chr13,51635073,51635171,Pou5f3_dome_peak_856,203,.,13.12706,24.61947,20.3446,20,True,True
chr13,51887220,51887481,Pou5f3_dome_peak_857,1353,.,33.52668,140.86317,135.3006,115,False,True
chr14,502409,502687,Pou5f3_dome_peak_859,487,.,19.41031,53.64785,48.70744,76,False,True
chr14,597604,597783,Pou5f3_dome_peak_860,190,.,12.79383,23.2544799999999,19.02685,53,True,False
chr14,5812983,5813294,Pou5f3_dome_peak_873,200,.,12.04679,24.28736,20.0246,154,True,True
chr14,5820962,5821121,Pou5f3_dome_peak_874,152,.,10.61823,19.36208,15.27867,85,True,True
chr14,5847349,5847629,Pou5f3_dome_peak_875,577,.,21.7977299999999,62.84143,57.77601,83,True,True
chr14,6991370,6991558,Pou5f3_dome_peak_879,775,.,25.96966,82.86846,77.56356,85,True,True
chr14,9570857,9571124,Pou5f3_dome_peak_883,189,.,11.0129399999999,23.12494,18.90122,140,True,True
chr14,9713661,9713892,Pou5f3_dome_peak_884,154,.,10.72395,19.5413,15.45103,171,True,False
chr14,10604173,10604336,Pou5f3_dome_peak_885,147,.,10.9361199999999,18.85983,14.79664,76,True,True
chr14,12386068,12386264,Pou5f3_dome_peak_890,138,.,10.25902,17.92083,13.89636,110,True,True
chr14,13679458,13679594,Pou5f3_dome_peak_892,134,.,10.16978,17.42075,13.41522,56,True,False
chr14,14631164,14631337,Pou5f3_dome_peak_895,403,.,18.5495299999999,45.12381,40.3239,71,True,True
chr14,14829754,14829911,Pou5f3_dome_peak_896,202,.,12.20894,24.55806,20.28571,85,True,True
chr14,14938162,14938351,Pou5f3_dome_peak_898,190,.,12.08629,23.2844899999999,19.05622,95,True,True
chr14,15761890,15762174,Pou5f3_dome_peak_901,306,.,14.4365399999999,35.23818,30.65929,61,True,True
chr14,15768790,15768946,Pou5f3_dome_peak_902,160,.,10.8301,20.18137,16.06583,88,True,True
chr14,19886422,19886594,Pou5f3_dome_peak_907,168,.,11.77094,20.99891,16.8535,86,True,True
chr14,20090338,20090926,Pou5f3_dome_peak_908,273,.,10.85293,31.88672,27.39075,486,False,False
chr14,20104401,20104566,Pou5f3_dome_peak_910,256,.,12.62501,30.1137,25.66339,72,True,False
chr14,20106958,20107064,Pou5f3_dome_peak_911,245,.,11.62408,28.98252,24.56635,55,True,False
chr14,21109775,21109934,Pou5f3_dome_peak_914,377,.,18.27243,42.45364,37.70889,77,True,True
chr14,21828306,21828467,Pou5f3_dome_peak_916,412,.,17.74342,46.0241,41.20758,56,True,False
chr14,22076511,22076682,Pou5f3_dome_peak_917,200,.,12.39542,24.32696,20.06269,78,True,True
chr14,22837150,22837305,Pou5f3_dome_peak_918,212,.,12.49343,25.59697,21.28952,48,True,True
chr14,23959427,23959606,Pou5f3_dome_peak_919,169,.,11.80498,21.06251,16.91482,130,True,True
chr14,24337178,24337375,Pou5f3_dome_peak_920,148,.,10.60841,18.91717,14.85123,112,True,True
chr14,24836460,24836678,Pou5f3_dome_peak_922,261,.,14.02864,30.57518,26.11288,72,True,False
chr14,25012812,25013113,Pou5f3_dome_peak_923,499,.,20.6242,54.9354199999999,49.97494,103,True,True
chr14,25549739,25549946,Pou5f3_dome_peak_929,395,.,18.05716,44.28946,39.50565,91,True,True
chr14,25894084,25894237,Pou5f3_dome_peak_936,181,.,11.50115,22.30084,18.10682,92,True,True
chr14,26704905,26705092,Pou5f3_dome_peak_940,304,.,15.09422,34.99044,30.41747,80,True,True
chr14,27269679,27269942,Pou5f3_dome_peak_944,160,.,11.31415,20.16164,16.04693,106,True,True
chr14,28001955,28002143,Pou5f3_dome_peak_948,314,.,16.51067,36.04229,31.44482,110,True,False
chr14,28016776,28017039,Pou5f3_dome_peak_949,166,.,11.43554,20.7678799999999,16.6305899999999,192,True,True
chr14,30152689,30152859,Pou5f3_dome_peak_960,133,.,10.11308,17.31825,13.31826,73,True,False
chr14,30542697,30542980,Pou5f3_dome_peak_963,524,.,16.72865,57.46824,52.47168,74,True,True
chr14,31150082,31150268,Pou5f3_dome_peak_968,162,.,11.2269399999999,20.4042399999999,16.28007,71,False,True
chr14,31467894,31468089,Pou5f3_dome_peak_971,247,.,14.2838,29.18593,24.76276,54,True,True
chr14,32113876,32114056,Pou5f3_dome_peak_979,383,.,18.64809,43.0899299999999,38.33109,89,True,True
chr14,32670530,32670785,Pou5f3_dome_peak_985,208,.,12.54671,25.12341,20.83097,156,True,True
chr14,32725329,32725645,Pou5f3_dome_peak_987,377,.,17.41635,42.46096,37.71537,209,True,True
chr14,32756774,32757001,Pou5f3_dome_peak_993,247,.,11.35877,29.12508,24.7039799999999,98,True,False
chr14,32776812,32777047,Pou5f3_dome_peak_995,281,.,14.89365,32.66497,28.14753,95,True,True
chr14,33250547,33250728,Pou5f3_dome_peak_999,154,.,10.72395,19.5413,15.45103,52,True,True
chr14,34306638,34306909,Pou5f3_dome_peak_1001,174,.,11.37161,21.57668,17.4092,174,True,True
chr14,36231706,36231842,Pou5f3_dome_peak_1004,317,.,13.48616,36.31157,31.7081,58,True,True
chr14,36249103,36249281,Pou5f3_dome_peak_1006,164,.,10.75521,20.54627,16.41745,94,True,True
chr14,37668754,37668912,Pou5f3_dome_peak_1018,291,.,15.1252,33.70514,29.16177,93,True,True
chr14,38252521,38252690,Pou5f3_dome_peak_1021,156,.,11.06869,19.72283,15.62615,73,True,True
chr14,38843536,38843891,Pou5f3_dome_peak_1025,269,.,10.05954,31.41933,26.93382,195,True,True
chr14,39081826,39081929,Pou5f3_dome_peak_1028,173,.,11.31756,21.48582,17.32207,37,True,False
chr14,39289817,39290133,Pou5f3_dome_peak_1031,186,.,10.86519,22.87707,18.66189,112,True,True
chr14,39304631,39304786,Pou5f3_dome_peak_1032,212,.,11.0753,25.56158,21.2549399999999,83,True,True
chr14,39307329,39307557,Pou5f3_dome_peak_1033,184,.,10.38429,22.62706,18.42071,64,True,True
chr14,39660189,39660378,Pou5f3_dome_peak_1034,150,.,10.95898,19.17419,15.09893,98,True,True
chr14,40083460,40083596,Pou5f3_dome_peak_1036,161,.,11.16874,20.30342,16.1835299999999,48,True,True
chr14,40686733,40686861,Pou5f3_dome_peak_1043,164,.,11.57073,20.62837,16.49625,75,True,True
chr14,40704189,40704443,Pou5f3_dome_peak_1044,177,.,10.65522,21.96838,17.78653,114,True,True
chr14,41374192,41374350,Pou5f3_dome_peak_1048,336,.,17.05512,38.29733,33.64722,82,True,True
chr14,46898126,46898376,Pou5f3_dome_peak_1053,175,.,10.82593,21.70775,17.53502,194,True,False
chr14,49133399,49133616,Pou5f3_dome_peak_1054,293,.,16.0095,33.91884,29.3711,141,True,False
chr14,52436832,52437001,Pou5f3_dome_peak_1056,357,.,17.89829,40.4115,35.71269,73,True,True
chr15,134227,134341,Pou5f3_dome_peak_1059,407,.,18.82594,45.59177,40.78303,55,True,True
chr15,1594090,1594323,Pou5f3_dome_peak_1061,237,.,12.96411,28.16732,23.77618,106,True,True
chr15,2510258,2510484,Pou5f3_dome_peak_1065,393,.,18.42165,44.16309,39.3816,170,True,True
chr15,3208777,3208938,Pou5f3_dome_peak_1066,248,.,15.3612899999999,29.24578,24.8209,71,True,False
chr15,4848397,4848567,Pou5f3_dome_peak_1069,136,.,10.12431,17.68617,13.67056,113,True,True
chr15,7187139,7187240,Pou5f3_dome_peak_1080,171,.,11.48853,21.29751,17.14134,46,True,True
chr15,7290603,7290806,Pou5f3_dome_peak_1081,1327,.,32.7879,138.29741,132.74431,73,False,False
chr15,10238397,10238534,Pou5f3_dome_peak_1088,163,.,11.01422,20.49122,16.36477,75,True,True
chr15,10260314,10260513,Pou5f3_dome_peak_1089,156,.,10.57751,19.75857,15.66051,119,True,False
chr15,10549826,10549970,Pou5f3_dome_peak_1092,217,.,13.0899,26.03856,21.71685,92,True,True
chr15,11487358,11487629,Pou5f3_dome_peak_1093,460,.,22.3955299999999,50.97598,46.07947,55,False,True
chr15,11795517,11795663,Pou5f3_dome_peak_1096,169,.,11.62059,21.09383,16.94555,79,True,True
chr15,12725239,12725478,Pou5f3_dome_peak_1098,150,.,10.71985,19.11039,15.03689,90,True,True
chr15,14044980,14045190,Pou5f3_dome_peak_1104,262,.,10.56896,30.68703,26.22175,78,True,True
chr15,15366691,15366861,Pou5f3_dome_peak_1107,209,.,13.4991799999999,25.29774,20.99986,83,True,False
chr15,16012982,16013088,Pou5f3_dome_peak_1109,303,.,15.44692,34.91007,30.33861,45,True,True
chr15,16685290,16685488,Pou5f3_dome_peak_1111,133,.,10.14135,17.3693,13.36726,156,True,True
chr15,18052781,18052968,Pou5f3_dome_peak_1118,175,.,10.84845,21.74516,17.5713,98,True,True
chr15,18063005,18063264,Pou5f3_dome_peak_1120,214,.,12.57658,25.7358899999999,21.42434,154,True,True
chr15,19082731,19082938,Pou5f3_dome_peak_1121,499,.,21.08295,54.90479,49.94481,77,True,True
chr15,19111275,19111520,Pou5f3_dome_peak_1122,353,.,16.84007,40.0333,35.3437599999999,132,True,True
chr15,20481517,20481693,Pou5f3_dome_peak_1134,196,.,12.4481899999999,23.89975,19.64934,101,True,True
chr15,20492409,20492770,Pou5f3_dome_peak_1135,361,.,15.22235,40.86278,36.15262,91,True,True
chr15,20777548,20777701,Pou5f3_dome_peak_1137,183,.,12.42488,22.55467,18.35081,88,True,True
chr15,22340068,22340299,Pou5f3_dome_peak_1142,766,.,24.42944,81.9230099999999,76.62659,66,True,False
chr15,23206953,23207124,Pou5f3_dome_peak_1147,248,.,13.26461,29.29293,24.8664299999999,48,True,False
chr15,23765144,23765296,Pou5f3_dome_peak_1150,337,.,15.85864,38.36934,33.71794,67,True,True
chr15,25568630,25568873,Pou5f3_dome_peak_1152,371,.,18.33956,41.85725,37.1252099999999,147,True,True
chr15,26676133,26676346,Pou5f3_dome_peak_1154,244,.,14.11284,28.89562,24.48171,72,True,True
chr15,30268609,30268752,Pou5f3_dome_peak_1170,229,.,14.1433299999999,27.34845,22.98398,95,True,True
chr15,30399493,30399635,Pou5f3_dome_peak_1171,218,.,13.4851,26.18932,21.86237,77,True,True
chr15,30482921,30483058,Pou5f3_dome_peak_1175,221,.,11.28613,26.5314,22.193,59,True,False
chr15,33319308,33319594,Pou5f3_dome_peak_1179,762,.,23.75478,81.58015,76.28577,160,True,True
chr15,33345923,33346192,Pou5f3_dome_peak_1180,715,.,24.13299,76.7709699999999,71.5261199999999,161,False,False
chr15,35211811,35211994,Pou5f3_dome_peak_1183,295,.,15.39011,34.15064,29.5966599999999,112,True,True
chr15,36484685,36484822,Pou5f3_dome_peak_1185,135,.,10.25602,17.5775799999999,13.56598,54,True,True
chr15,40846750,40846897,Pou5f3_dome_peak_1195,150,.,10.46351,19.10092,15.02787,69,True,True
chr15,41965296,41965387,Pou5f3_dome_peak_1199,328,.,17.3672799999999,37.50479,32.87336,42,True,True
chr15,41979606,41979705,Pou5f3_dome_peak_1200,144,.,10.74185,18.48449,14.43562,36,True,False
chr15,43327875,43328060,Pou5f3_dome_peak_1205,670,.,25.70883,72.2627699999999,67.07604,93,True,False
chr15,45597643,45597832,Pou5f3_dome_peak_1209,302,.,15.41411,34.85485,30.2846099999999,68,True,True
chr15,46549646,46549975,Pou5f3_dome_peak_1211,159,.,10.77863,20.095,15.98301,35,True,True
chr15,46838160,46838299,Pou5f3_dome_peak_1214,179,.,11.10248,22.16724,17.97817,78,True,True
chr15,46908403,46909036,Pou5f3_dome_peak_1215,239,.,12.30702,28.29798,23.90251,82,True,True
chr15,46947495,46948075,Pou5f3_dome_peak_1216,271,.,12.40565,31.66938,27.17759,425,True,True
chr15,48013974,48014116,Pou5f3_dome_peak_1218,154,.,10.75071,19.58677,15.4946799999999,83,True,True
chr15,48029105,48029254,Pou5f3_dome_peak_1219,155,.,11.31116,19.60901,15.51634,75,True,True
chr16,691944,692169,Pou5f3_dome_peak_1220,258,.,14.24377,30.31239,25.85714,156,True,True
chr16,1364881,1365076,Pou5f3_dome_peak_1221,252,.,13.50987,29.70488,25.266,107,True,True
chr16,2560428,2560533,Pou5f3_dome_peak_1226,129,.,10.07049,16.96932,12.9841199999999,30,True,False
chr16,5862839,5862932,Pou5f3_dome_peak_1231,133,.,10.14135,17.3693,13.36726,34,True,True
chr16,6193415,6193680,Pou5f3_dome_peak_1233,192,.,11.25342,23.52754,19.29037,185,True,True
chr16,6199274,6199591,Pou5f3_dome_peak_1234,417,.,15.53247,46.61278,41.78635,154,False,True
chr16,6592041,6592505,Pou5f3_dome_peak_1240,856,.,22.9314,91.00797,85.63602,236,True,True
chr16,6597299,6597515,Pou5f3_dome_peak_1241,377,.,14.9417299999999,42.5398,37.79313,90,True,True
chr16,6602126,6602478,Pou5f3_dome_peak_1242,179,.,10.0824,22.109,17.92192,201,True,False
chr16,7153897,7154129,Pou5f3_dome_peak_1243,221,.,13.34672,26.47467,22.13827,88,True,True
chr16,7231537,7231743,Pou5f3_dome_peak_1245,348,.,17.78473,39.5355099999999,34.85615,116,True,True
chr16,7782631,7782817,Pou5f3_dome_peak_1248,140,.,10.13431,18.10637,14.0731,109,True,True
chr16,8663273,8663529,Pou5f3_dome_peak_1252,263,.,13.80556,30.83701,26.36704,167,True,True
chr16,11185648,11185850,Pou5f3_dome_peak_1255,155,.,10.7776,19.63251,15.53907,56,True,True
chr16,12060769,12060884,Pou5f3_dome_peak_1257,138,.,10.55541,17.88132,13.85805,69,True,False
chr16,12173645,12173850,Pou5f3_dome_peak_1258,306,.,17.07903,35.1898099999999,30.6123099999999,86,True,True
chr16,15379094,15379488,Pou5f3_dome_peak_1265,332,.,15.17866,37.91339,33.27317,294,True,True
chr16,15653585,15653749,Pou5f3_dome_peak_1269,1591,.,27.6685099999999,164.78638,159.15155,89,False,True
chr16,15655389,15655651,Pou5f3_dome_peak_1270,539,.,12.68585,58.9558599999999,53.93913,28,True,True
chr16,15655895,15656042,Pou5f3_dome_peak_1271,779,.,15.9456899999999,83.30246,77.99375,79,True,True
chr16,15666945,15667088,Pou5f3_dome_peak_1276,191,.,11.51168,23.39584,19.16417,62,True,True
chr16,16714000,16714123,Pou5f3_dome_peak_1279,158,.,11.45399,19.90397,15.80011,87,True,True
chr16,19411074,19411472,Pou5f3_dome_peak_1282,172,.,10.64909,21.41384,17.25339,239,True,True
chr16,21620868,21621011,Pou5f3_dome_peak_1287,268,.,14.4923799999999,31.35333,26.8697,43,True,True
chr16,23287004,23287216,Pou5f3_dome_peak_1292,232,.,12.6289,27.60463,23.23065,78,True,False
chr16,23958826,23959175,Pou5f3_dome_peak_1293,991,.,24.45117,104.5834,99.1366,117,True,False
chr16,25074411,25074524,Pou5f3_dome_peak_1297,172,.,10.62739,21.37777,17.21864,51,True,True
chr16,25260062,25260165,Pou5f3_dome_peak_1299,161,.,11.37722,20.2755799999999,16.1564,39,True,True
chr16,25608036,25608228,Pou5f3_dome_peak_1301,278,.,14.73238,32.39404,27.88368,134,True,False
chr16,25921779,25921894,Pou5f3_dome_peak_1304,284,.,16.16469,33.00817,28.483,43,False,False
chr16,25933919,25934030,Pou5f3_dome_peak_1305,145,.,10.19125,18.6442899999999,14.58879,61,True,False
chr16,25940778,25940912,Pou5f3_dome_peak_1306,423,.,19.79513,47.23301,42.39663,65,True,False
chr16,27231705,27231844,Pou5f3_dome_peak_1309,178,.,11.94231,22.08255,17.89655,39,True,True
chr16,28763988,28764116,Pou5f3_dome_peak_1312,196,.,11.50463,23.94727,19.69518,79,True,False
chr16,28772508,28772721,Pou5f3_dome_peak_1314,216,.,11.67667,25.9961299999999,21.67572,93,True,False
chr16,29204482,29204695,Pou5f3_dome_peak_1316,148,.,10.06127,18.9006799999999,14.83547,135,True,True
chr16,29748615,29748782,Pou5f3_dome_peak_1320,145,.,10.1672,18.60411,14.55061,71,True,True
chr16,32317483,32317609,Pou5f3_dome_peak_1329,242,.,13.9459299999999,28.61304,24.20762,43,True,True
chr16,33598801,33598946,Pou5f3_dome_peak_1332,167,.,11.26034,20.90801,16.7660299999999,69,True,True
chr16,34046572,34046739,Pou5f3_dome_peak_1333,308,.,16.13178,35.40074,30.81718,49,True,True
chr16,35491595,35491821,Pou5f3_dome_peak_1338,194,.,10.98402,23.64621,19.40488,82,True,True
chr16,35497557,35497907,Pou5f3_dome_peak_1341,405,.,16.07576,45.3628299999999,40.55894,153,True,False
chr16,35510339,35510454,Pou5f3_dome_peak_1343,177,.,11.87975,21.97339,17.79138,50,True,True
chr16,35532342,35532541,Pou5f3_dome_peak_1346,245,.,13.45876,28.9962,24.57972,145,True,True
chr16,39422522,39422701,Pou5f3_dome_peak_1354,244,.,14.11284,28.89562,24.48171,54,True,False
chr16,40755723,40755994,Pou5f3_dome_peak_1360,387,.,17.18667,43.55396,38.78505,137,True,True
chr16,40764773,40764967,Pou5f3_dome_peak_1361,395,.,20.51513,44.31293,39.52904,90,True,True
chr16,43400848,43401029,Pou5f3_dome_peak_1369,260,.,13.96904,30.47522,26.01491,159,True,True
chr16,46111623,46111843,Pou5f3_dome_peak_1372,214,.,12.60454,25.7826299999999,21.46961,117,True,True
chr16,47542326,47542545,Pou5f3_dome_peak_1374,193,.,12.53943,23.5763,19.33687,80,True,False
chr16,48047068,48047243,Pou5f3_dome_peak_1377,256,.,15.12706,30.09576,25.64606,62,True,False
chr16,48329979,48330137,Pou5f3_dome_peak_1378,138,.,10.23179,17.87325,13.85055,85,True,True
chr16,48447329,48447521,Pou5f3_dome_peak_1380,256,.,15.42764,30.14905,25.6985299999999,83,True,True
chr16,48507749,48507905,Pou5f3_dome_peak_1381,147,.,10.74515,18.78455,14.72375,64,True,True
chr16,49726385,49726524,Pou5f3_dome_peak_1383,224,.,13.54604,26.81502,22.46812,62,True,True
chr17,2156842,2157120,Pou5f3_dome_peak_1402,193,.,10.61542,23.59327,19.35332,157,True,True
chr17,2162748,2162983,Pou5f3_dome_peak_1403,242,.,11.42879,28.62979,24.2240799999999,85,True,False
chr17,6230772,6231042,Pou5f3_dome_peak_1406,366,.,19.20886,41.35148,36.63118,55,True,True
chr17,8317929,8318218,Pou5f3_dome_peak_1408,144,.,10.1194399999999,18.52439,14.47416,222,False,True
chr17,10593201,10593432,Pou5f3_dome_peak_1413,231,.,13.31597,27.55273,23.18047,130,True,True
chr17,10939048,10939193,Pou5f3_dome_peak_1414,146,.,10.83812,18.66947,14.6135799999999,66,True,True
chr17,11009472,11009589,Pou5f3_dome_peak_1417,249,.,12.20047,29.37419,24.94432,57,True,True
chr17,12200815,12201110,Pou5f3_dome_peak_1420,164,.,11.3154,20.55799,16.42839,225,True,True
chr17,12961199,12961319,Pou5f3_dome_peak_1421,154,.,10.75071,19.58677,15.4946799999999,37,True,True
chr17,17761781,17761986,Pou5f3_dome_peak_1435,452,.,19.70798,50.1623,45.27827,150,True,True
chr17,18149618,18149730,Pou5f3_dome_peak_1437,148,.,10.83576,18.94886,14.88176,61,True,True
chr17,18642406,18642776,Pou5f3_dome_peak_1441,166,.,10.29185,20.8193299999999,16.6804,74,True,True
chr17,19347664,19348034,Pou5f3_dome_peak_1444,364,.,13.12922,41.16454,36.44794,289,True,True
chr17,19407188,19407512,Pou5f3_dome_peak_1445,268,.,14.0915299999999,31.31775,26.83468,68,True,True
chr17,20284836,20285028,Pou5f3_dome_peak_1449,157,.,11.12905,19.8301,15.7289,112,True,False
chr17,21290081,21290268,Pou5f3_dome_peak_1457,197,.,12.47933,23.95299,19.70054,106,True,True
chr17,21964245,21964514,Pou5f3_dome_peak_1459,167,.,10.97837,20.918,16.77567,67,True,False
chr17,22436885,22437084,Pou5f3_dome_peak_1461,157,.,11.12905,19.8301,15.7289,84,True,True
chr17,24053602,24053806,Pou5f3_dome_peak_1466,268,.,14.4923799999999,31.35333,26.8697,135,True,False
chr17,24058974,24059249,Pou5f3_dome_peak_1467,207,.,11.79723,25.01327,20.72532,93,True,True
chr17,24520185,24520373,Pou5f3_dome_peak_1475,507,.,22.53473,55.75809,50.78522,98,True,True
chr17,27693602,27693900,Pou5f3_dome_peak_1493,528,.,17.73613,57.87963,52.87684,96,True,False
chr17,27726186,27726313,Pou5f3_dome_peak_1494,388,.,17.2193,43.6099,38.84009,58,True,True
chr17,28641509,28641736,Pou5f3_dome_peak_1497,513,.,22.89672,56.37451,51.3914599999999,147,True,True
chr17,29411607,29411741,Pou5f3_dome_peak_1504,195,.,11.76044,23.81004,19.56311,64,True,True
chr17,30196260,30196461,Pou5f3_dome_peak_1507,154,.,10.72395,19.5413,15.45103,139,True,True
chr17,30984120,30984397,Pou5f3_dome_peak_1512,494,.,21.26946,54.4119,49.46072,159,True,True
chr17,31138509,31138774,Pou5f3_dome_peak_1514,240,.,12.77501,28.46849,24.06807,86,True,True
chr17,31147895,31148183,Pou5f3_dome_peak_1515,176,.,11.19153,21.78436,17.6094,153,False,True
chr17,34795986,34796189,Pou5f3_dome_peak_1527,337,.,17.53757,38.44663,33.79277,68,True,True
chr17,35048848,35049049,Pou5f3_dome_peak_1528,172,.,11.8117399999999,21.43411,17.27302,107,True,False
chr17,35848504,35848687,Pou5f3_dome_peak_1532,176,.,11.8178399999999,21.86567,17.68727,130,True,True
chr17,35865797,35866353,Pou5f3_dome_peak_1533,205,.,11.32211,24.79964,20.51786,97,True,True
chr17,35887159,35887498,Pou5f3_dome_peak_1536,795,.,23.56335,84.90231,79.58008,205,True,True
chr17,37474637,37474747,Pou5f3_dome_peak_1538,127,.,10.02225,16.71973,12.7467899999999,36,True,True
chr17,38138049,38138227,Pou5f3_dome_peak_1539,134,.,10.3148,17.44226,13.43614,35,True,True
chr17,38692317,38692461,Pou5f3_dome_peak_1544,238,.,14.36861,28.24145,23.8479299999999,85,True,True
chr17,38706045,38706281,Pou5f3_dome_peak_1545,145,.,10.6266699999999,18.57137,14.51902,51,True,False
chr17,39941156,39941285,Pou5f3_dome_peak_1547,990,.,23.13501,104.45097,99.0048099999999,63,False,False
chr17,39941390,39941879,Pou5f3_dome_peak_1548,359,.,11.93782,40.66132,35.95689,250,False,False
chr17,40416918,40417153,Pou5f3_dome_peak_1549,452,.,15.79032,50.1408,45.2576599999999,101,True,True
chr17,41154271,41154412,Pou5f3_dome_peak_1551,292,.,15.93192,33.78638,29.24127,70,True,True
chr17,41498326,41498593,Pou5f3_dome_peak_1554,174,.,11.66584,21.60247,17.4336299999999,148,True,True
chr17,41529084,41529398,Pou5f3_dome_peak_1555,197,.,11.86298,23.98088,19.72757,170,True,False
chr17,41556455,41556627,Pou5f3_dome_peak_1557,298,.,15.52607,34.37942,29.8197799999999,74,True,False
chr17,42557898,42558098,Pou5f3_dome_peak_1566,166,.,10.87805,20.75075,16.61444,77,True,True
chr17,42572369,42572678,Pou5f3_dome_peak_1567,437,.,18.34905,48.61647,43.75914,173,True,False
chr17,42909856,42910046,Pou5f3_dome_peak_1569,400,.,21.3820899999999,44.8602799999999,40.06512,89,False,True
chr17,43898308,43898457,Pou5f3_dome_peak_1571,190,.,12.64135,23.32665,19.09726,70,True,True
chr17,46213761,46213960,Pou5f3_dome_peak_1578,160,.,11.08255,20.1546299999999,16.04025,115,True,True
chr17,46506011,46506108,Pou5f3_dome_peak_1580,193,.,12.94762,23.55286,19.31465,60,False,False
chr17,47060414,47060528,Pou5f3_dome_peak_1581,529,.,20.44119,57.92109,52.91784,76,True,False
chr17,48942745,48943002,Pou5f3_dome_peak_1585,195,.,12.63928,23.75143,19.50622,104,True,False
chr17,49078583,49078762,Pou5f3_dome_peak_1586,131,.,10.21575,17.12851,13.1358299999999,71,False,True
chr17,49645917,49646106,Pou5f3_dome_peak_1588,198,.,12.27869,24.13044,19.87194,106,True,False
chr17,49729663,49729903,Pou5f3_dome_peak_1590,177,.,12.2661699999999,21.9433,17.76231,103,True,True
chr17,53383522,53383775,Pou5f3_dome_peak_1592,9532,.,58.00419,960.66278,953.20728,110,False,True
chr17,53459464,53460053,Pou5f3_dome_peak_1593,2893,.,31.63102,295.4137,289.379879999999,84,False,False
chr18,1890091,1890182,Pou5f3_dome_peak_1596,224,.,13.22189,26.81785,22.47069,52,True,True
chr18,2678524,2678735,Pou5f3_dome_peak_1600,156,.,11.06869,19.72283,15.62615,134,True,True
chr18,5917347,5917531,Pou5f3_dome_peak_1603,224,.,14.06228,26.74904,22.40373,104,True,False
chr18,7021251,7021363,Pou5f3_dome_peak_1607,171,.,11.51771,21.34755,17.18926,28,True,True
chr18,10711766,10711965,Pou5f3_dome_peak_1616,257,.,14.55115,30.2248,25.77188,74,True,True
chr18,12284792,12285022,Pou5f3_dome_peak_1627,216,.,13.63936,25.98147,21.66178,149,True,True
chr18,12327446,12327620,Pou5f3_dome_peak_1628,323,.,16.69046,37.00649,32.38697,89,True,True
chr18,13287696,13287809,Pou5f3_dome_peak_1629,139,.,10.60421,18.02177,13.99311,75,True,True
chr18,15342703,15342942,Pou5f3_dome_peak_1634,188,.,12.50196,23.07464,18.85304,125,False,False
chr18,18437742,18438158,Pou5f3_dome_peak_1643,217,.,11.74145,26.10622,21.7827,272,True,True
chr18,18454103,18454210,Pou5f3_dome_peak_1645,188,.,11.64798,23.07486,18.85304,60,True,False
chr18,20148895,20149086,Pou5f3_dome_peak_1649,204,.,11.6342699999999,24.74028,20.46125,94,True,True
chr18,20157963,20158239,Pou5f3_dome_peak_1651,432,.,17.60081,48.08971,43.23855,85,True,True
chr18,20173499,20173974,Pou5f3_dome_peak_1652,830,.,19.39136,88.35911,83.01017,204,True,False
